trace,kernel_busy,warp_spawn,user_kernel_body,elapsed_time_ms,b_device_layout,passed,b_col_major_config,dram_req_enter_pct,dram_req_exit_pct,dram_rsp_enter_pct,dram_rsp_exit_pct,dram_no_markov_stall,dispatch_count,commit_count,latency_mean,latency_p50,latency_p90,latency_p99,dispatch_mean_interval,dispatch_p50_interval,dispatch_p90_interval,dispatch_p99_interval,dispatch_max_interval,tcu_fp_fire_count,tcu_fp_util_pct_busy,tcu_fp_util_pct_user_kernel_body,tcu_fp_fire_mean_interval,tcu_fp_fire_p50_interval,tcu_int_fire_count,tcu_int_util_pct_busy,tcu_int_util_pct_user_kernel_body,tcu_int_fire_mean_interval,tcu_int_fire_p50_interval,hbm_read_bytes,hbm_write_bytes,hbm_total_bytes,hbm_active_pct_busy,hbm_active_pct_user_kernel_body,hbm_bw_user_Bpc,hbm_read_req_count,hbm_read_latency_count,hbm_read_latency_mean,hbm_read_latency_p50,hbm_read_latency_p90,hbm_read_latency_p99,hbm_read_latency_max,hbm_read_req_mean_interval,hbm_read_req_p90_interval,hbm_read_req_max_interval,dcache_read_bytes,dcache_write_bytes,dcache_total_bytes,dcache_active_pct_busy,dcache_active_pct_user_kernel_body,dcache_bw_user_Bpc,dcache_read_req_count,dcache_read_latency_count,dcache_read_latency_mean,dcache_read_latency_p50,dcache_read_latency_p90,dcache_read_latency_p99,dcache_read_latency_max,dcache_read_req_mean_interval,dcache_read_req_p90_interval,dcache_read_req_max_interval,lmem_read_bytes,lmem_write_bytes,lmem_total_bytes,lmem_active_pct_busy,lmem_active_pct_user_kernel_body,lmem_bw_user_Bpc,lmem_read_req_count,lmem_read_latency_count,lmem_read_latency_mean,lmem_read_latency_p50,lmem_read_latency_p90,lmem_read_latency_p99,lmem_read_latency_max,lmem_read_req_mean_interval,lmem_read_req_p90_interval,lmem_read_req_max_interval,load_sync_dispatch_count,load_sync_attributed_cycles,load_sync_stall_or_gap_cycles,load_sync_pct_user_kernel_body,load_sync_p50_issue_interval,load_sync_p90_issue_interval,load_sync_p99_issue_interval,load_sync_max_issue_interval,compute_dispatch_count,compute_attributed_cycles,compute_stall_or_gap_cycles,compute_pct_user_kernel_body,compute_p50_issue_interval,compute_p90_issue_interval,compute_p99_issue_interval,compute_max_issue_interval,compute_loop_overhead_dispatch_count,compute_loop_overhead_attributed_cycles,compute_loop_overhead_stall_or_gap_cycles,compute_loop_overhead_pct_user_kernel_body,compute_loop_overhead_p50_issue_interval,compute_loop_overhead_p90_issue_interval,compute_loop_overhead_p99_issue_interval,compute_loop_overhead_max_issue_interval,store_sync_dispatch_count,store_sync_attributed_cycles,store_sync_stall_or_gap_cycles,store_sync_pct_user_kernel_body,store_sync_p50_issue_interval,store_sync_p90_issue_interval,store_sync_p99_issue_interval,store_sync_max_issue_interval,tcu_gap_p50_issue_interval,tcu_gap_p90_issue_interval,tcu_gap_p99_issue_interval,tcu_gap_max_issue_interval,tcu_gap_large_gap_threshold,tcu_gap_large_gap_count,tcu_gap_large_gap_cycles,tcu_gap_large_gap_mean_interval,tcu_gap_large_gap_pct_user_kernel_body
sgemm_tcu_bcol_m64_k64_n64,95482,264,85728,110816,col-major,True,True,0,50,0,50,True,8192.0,8192.0,9.6322021484375,9.0,11.0,14.0,9.763520937614455,2.0,2.0,20.0,2233.0,6179.0,6.471376804004944,7.20768010451661,12.944804143735837,2.0,0.0,0.0,0.0,0.0,0.0,18048.0,45340.0,63388.0,8.06329988898431,8.980729749906681,0.739408361328854,289.0,282.0,1777.386524822695,132.0,8316.0,8317.0,8317.0,294.68402777777777,176.0,8126.0,317304.0,65424.0,382728.0,24.925116775936825,27.76105823068309,4.46444568868981,39663.0,39663.0,16.3448806192169,15.0,19.0,29.0,71.0,17.203822937625755,16.0,862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12288,61579,49291.0,71.83067375886525,2.0,13.0,19.0,2651,8192,14017,5825.0,16.350550578574094,2.0,2.0,2.0,2,256,256,0.0,0.2986188876446435,1.0,1.0,1.0,1,1984,9876,7892.0,11.520156774916014,1.0,8.0,27.0,954,2.0,2.0,20.0,2233,100.0,63.0,62621.0,993.984126984127,73.04614594998134
sgemm_tcu_m64_k64_n64,113495,268,103754,152327,row-major,True,False,0,50,0,50,True,8192.0,8192.0,11.03125,10.0,14.0,24.0,11.969112440483457,2.0,5.0,358.2000000000007,3065.0,6924.0,6.10070928234724,6.673477649054495,14.161346237180414,3.0,0.0,0.0,0.0,0.0,0.0,21824.0,73652.0,95476.0,11.795233270188113,12.90263507912948,0.920215124236174,346.0,341.0,1265.58357771261,141.0,2688.0,10065.0,10181.0,290.0608695652174,173.00000000000023,10053.0,477048.0,94096.0,571144.0,27.038195515220934,29.576691019141432,5.50479017676427,59631.0,59631.0,15.42258221394912,15.0,19.0,27.0,75.0,13.866863112777926,20.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25664,76040,50376.0,73.2887406750583,1.0,7.0,19.0,2664,8192,14453,6261.0,13.930065346878193,2.0,2.0,4.0,14,768,1329,561.0,1.280914470767392,1.0,3.0,9.0,9,2432,11932,9500.0,11.500279507296105,2.0,15.0,27.0,302,2.0,5.0,358.2000000000007,3065,100.0,150.0,70349.0,468.99333333333334,67.80365094357808
