trace,kind,m,k,n,section,metric,value,unit
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,lmem,read_latency_p90,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,lmem,read_latency_p99,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,lmem,read_latency_max,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,lmem,read_req_event_count,0.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,lmem,read_req_mean_interval,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,lmem,read_req_p50_interval,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,lmem,read_req_p90_interval,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,lmem,read_req_p99_interval,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,lmem,read_req_max_interval,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,lmem,read_req_max_burst_len,0.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,lmem,read_req_consecutive_interval_pct,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,lmem,write_req_event_count,0.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,lmem,write_req_mean_interval,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,lmem,write_req_p50_interval,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,lmem,write_req_p90_interval,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,lmem,write_req_p99_interval,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,lmem,write_req_max_interval,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,lmem,write_req_max_burst_len,0.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,lmem,write_req_consecutive_interval_pct,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,lmem,rsp_event_count,0.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,lmem,rsp_mean_interval,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,lmem,rsp_p50_interval,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,lmem,rsp_p90_interval,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,lmem,rsp_p99_interval,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,lmem,rsp_max_interval,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,lmem,rsp_max_burst_len,0.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,lmem,rsp_consecutive_interval_pct,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_icache,cache_enabled,1.0,bool
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_icache,hit_rate_available,1.0,bool
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_icache,read_count,16079.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_icache,write_count,0.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_icache,total_access_count,16079.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_icache,read_miss_count,57.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_icache,write_miss_count,0.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_icache,total_miss_count,57.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_icache,read_hit_count,16022.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_icache,write_hit_count,0.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_icache,total_hit_count,16022.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_icache,read_hit_rate_pct,99.64550034206107,pct
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_icache,write_hit_rate_pct,0.0,pct
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_icache,overall_hit_rate_pct,99.64550034206107,pct
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_icache,read_miss_rate_pct,0.35449965793892657,pct
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_icache,write_miss_rate_pct,0.0,pct
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_icache,overall_miss_rate_pct,0.35449965793892657,pct
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_icache,mshr_stalls_delta,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_icache,mem_stalls_delta,7.0,cycles
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_icache,crsp_stalls_delta,36036.0,cycles
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_dcache,cache_enabled,0.0,bool
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_dcache,hit_rate_available,0.0,bool
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_dcache,read_count,0.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_dcache,write_count,0.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_dcache,total_access_count,0.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_dcache,read_miss_count,0.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_dcache,write_miss_count,0.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_dcache,total_miss_count,0.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_dcache,read_hit_count,0.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_dcache,write_hit_count,0.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_dcache,total_hit_count,0.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_dcache,read_hit_rate_pct,0.0,pct
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_dcache,write_hit_rate_pct,0.0,pct
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_dcache,overall_hit_rate_pct,0.0,pct
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_dcache,read_miss_rate_pct,0.0,pct
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_dcache,write_miss_rate_pct,0.0,pct
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_dcache,overall_miss_rate_pct,0.0,pct
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_dcache,mshr_stalls_delta,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_dcache,mem_stalls_delta,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l1_dcache,crsp_stalls_delta,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l2cache,cache_enabled,1.0,bool
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l2cache,hit_rate_available,1.0,bool
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l2cache,read_count,19922.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l2cache,write_count,5718.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l2cache,total_access_count,25640.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l2cache,read_miss_count,374.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l2cache,write_miss_count,2884.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l2cache,total_miss_count,3258.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l2cache,read_hit_count,19548.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l2cache,write_hit_count,2834.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l2cache,total_hit_count,22382.0,count
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l2cache,read_hit_rate_pct,98.12267844593916,pct
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l2cache,write_hit_rate_pct,49.56278419027632,pct
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l2cache,overall_hit_rate_pct,87.29329173166927,pct
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l2cache,read_miss_rate_pct,1.8773215540608372,pct
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l2cache,write_miss_rate_pct,50.43721580972368,pct
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l2cache,overall_miss_rate_pct,12.706708268330733,pct
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l2cache,mshr_stalls_delta,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l2cache,mem_stalls_delta,0.0,cycles
sgemm_tcu_bcol_m64_k64_n64,fpxfp_tcu,64,64,64,l2cache,crsp_stalls_delta,0.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,dispatch_count,8192.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,commit_count,8192.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,matched_count,8192.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,unmatched_dispatch_count,0.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,orphan_commit_count,0.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,first_dispatch_cycle,11829.0,cycle
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,last_dispatch_cycle,109868.0,cycle
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,first_commit_cycle,11838.0,cycle
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,last_commit_cycle,109877.0,cycle
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,active_dispatch_window_cycles,98040.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,active_commit_window_cycles,98040.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,latency_mean,11.03125,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,latency_p50,10.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,latency_p90,14.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,latency_p99,24.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,latency_max,70.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,dispatch_event_count,8192.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,dispatch_mean_interval,11.969112440483457,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,dispatch_p50_interval,2.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,dispatch_p90_interval,5.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,dispatch_p99_interval,358.2000000000007,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,dispatch_max_interval,3065.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,dispatch_max_burst_len,4.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,dispatch_consecutive_interval_pct,14.833353680869246,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,commit_event_count,8192.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,commit_mean_interval,11.969112440483457,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,commit_p50_interval,2.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,commit_p90_interval,6.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,commit_p99_interval,352.5000000000018,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,commit_max_interval,3065.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,commit_max_burst_len,6.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu,commit_consecutive_interval_pct,25.68672933707728,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_op,op_WMMA.fp16.fp32.0.0_dispatch_count,1024.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_op,op_WMMA.fp16.fp32.0.1_dispatch_count,1024.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_op,op_WMMA.fp16.fp32.0.2_dispatch_count,1024.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_op,op_WMMA.fp16.fp32.0.3_dispatch_count,1024.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_op,op_WMMA.fp16.fp32.1.0_dispatch_count,1024.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_op,op_WMMA.fp16.fp32.1.1_dispatch_count,1024.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_op,op_WMMA.fp16.fp32.1.2_dispatch_count,1024.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_op,op_WMMA.fp16.fp32.1.3_dispatch_count,1024.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_window,busy_cycles_denominator,113503.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_window,user_kernel_body_cycles_denominator,103771.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_pe,pe_count,2.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_pe,pe_fire_count,6924.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_pe,pe_stall_count,84.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_pe,active_cycles_any_pe,6924.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_pe,active_pct_busy,6.100279287772129,pct
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_pe,active_pct_user_kernel_body,6.672384384847405,pct
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_pe,pe_lane_util_pct_busy,3.0501396438860646,pct
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_pe,pe_lane_util_pct_user_kernel_body,3.3361921924237024,pct
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_pe,pe_stall_pct_activity,1.1986301369863013,pct
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_pe,pe_fire_event_count,6924.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_pe,pe_fire_mean_interval,14.161346237180414,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_pe,pe_fire_p50_interval,3.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_pe,pe_fire_p90_interval,6.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_pe,pe_fire_p99_interval,398.33999999999924,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_pe,pe_fire_max_interval,3065.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_pe,pe_fire_max_burst_len,1.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_pe,pe_fire_consecutive_interval_pct,0.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_fp,pe_index,0.0,index
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_fp,fire_count,6924.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_fp,stall_count,84.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_fp,active_cycles,6924.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_fp,active_pct_busy,6.100279287772129,pct
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_fp,active_pct_user_kernel_body,6.672384384847405,pct
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_fp,util_pct_busy,6.100279287772129,pct
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_fp,util_pct_user_kernel_body,6.672384384847405,pct
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_fp,stall_pct_activity,1.1986301369863013,pct
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_fp,fire_event_count,6924.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_fp,fire_mean_interval,14.161346237180414,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_fp,fire_p50_interval,3.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_fp,fire_p90_interval,6.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_fp,fire_p99_interval,398.33999999999924,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_fp,fire_max_interval,3065.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_fp,fire_max_burst_len,1.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_fp,fire_consecutive_interval_pct,0.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_int,pe_index,1.0,index
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_int,fire_count,0.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_int,stall_count,0.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_int,active_cycles,0.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_int,active_pct_busy,0.0,pct
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_int,active_pct_user_kernel_body,0.0,pct
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_int,util_pct_busy,0.0,pct
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_int,util_pct_user_kernel_body,0.0,pct
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_int,stall_pct_activity,0.0,pct
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_int,fire_event_count,0.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_int,fire_mean_interval,0.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_int,fire_p50_interval,0.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_int,fire_p90_interval,0.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_int,fire_p99_interval,0.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_int,fire_max_interval,0.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_int,fire_max_burst_len,0.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,tcu_int,fire_consecutive_interval_pct,0.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,read_bytes,21824.0,bytes
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,write_bytes,73652.0,bytes
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,total_bytes,95476.0,bytes
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,read_req_count,346.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,read_rsp_count,341.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,write_addr_count,9206.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,write_data_count,9206.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,write_rsp_count,9065.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,active_cycles,13387.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,active_pct_busy,11.794401910081671,pct
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,active_pct_user_kernel_body,12.90052134025884,pct
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,bandwidth_bytes_per_active_cycle,7.131993725255845,B/cycle
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,bandwidth_bytes_per_busy_cycle,0.8411760041584804,B/cycle
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,bandwidth_bytes_per_user_cycle,0.9200643725125517,B/cycle
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,read_latency_count,341.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,read_latency_mean,1265.6392961876834,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,read_latency_p50,141.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,read_latency_p90,2688.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,read_latency_p99,10065.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,read_latency_max,10181.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,write_latency_count,9065.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,write_latency_mean,1535.6127964699394,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,write_latency_p50,1018.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,write_latency_p90,3754.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,write_latency_p99,5767.1600000000035,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,write_latency_max,6342.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,read_req_event_count,346.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,read_req_mean_interval,290.1101449275362,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,read_req_p50_interval,3.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,read_req_p90_interval,173.00000000000023,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,read_req_p99_interval,9227.64,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,read_req_max_interval,10053.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,read_req_max_burst_len,2.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,read_req_consecutive_interval_pct,2.898550724637681,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,read_rsp_event_count,341.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,read_rsp_mean_interval,294.3529411764706,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,read_rsp_p50_interval,3.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,read_rsp_p90_interval,177.4000000000001,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,read_rsp_p99_interval,9228.59,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,read_rsp_max_interval,10053.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,read_rsp_max_burst_len,2.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,read_rsp_consecutive_interval_pct,2.6470588235294117,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,write_addr_event_count,9206.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,write_addr_mean_interval,11.21890277023357,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,write_addr_p50_interval,2.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,write_addr_p90_interval,3.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,write_addr_p99_interval,144.7199999999939,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,write_addr_max_interval,5291.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,write_addr_max_burst_len,4.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,write_addr_consecutive_interval_pct,19.043997827267788,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,write_data_event_count,9206.0,count
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,write_data_mean_interval,11.21890277023357,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,write_data_p50_interval,2.0,cycles
sgemm_tcu_m64_k64_n64,fpxfp_tcu,64,64,64,hbm_axi,write_data_p90_interval,3.0,cycles
