trace,mxu_input_p50,mxu_input_p90,mxu_input_max_burst,mxu_input_consec_pct,mxu_weight_p50,mxu_weight_p90,mxu_weight_max_burst,mxu_weight_consec_pct,mxu_psum_p50,mxu_psum_p90,mxu_psum_max_burst,mxu_psum_consec_pct,mxu_output_p50,mxu_output_p90,mxu_output_max_burst,mxu_output_consec_pct,dcache_dma_src_rd_req_p50,dcache_dma_src_rd_req_p90,dcache_dma_src_rd_req_max_burst,dcache_dma_src_rd_req_consec_pct,dcache_dma_src_rd_data_p50,dcache_dma_src_rd_data_p90,dcache_dma_src_rd_data_max_burst,dcache_dma_src_rd_data_consec_pct,dcache_dma_dst_wr_p50,dcache_dma_dst_wr_p90,dcache_dma_dst_wr_max_burst,dcache_dma_dst_wr_consec_pct,ldma_input_src_rd_req_p50,ldma_input_src_rd_req_p90,ldma_input_src_rd_req_max_burst,ldma_input_src_rd_req_consec_pct,ldma_input_dst_wr_p50,ldma_input_dst_wr_p90,ldma_input_dst_wr_max_burst,ldma_input_dst_wr_consec_pct,ldma_weight_src_rd_req_p50,ldma_weight_src_rd_req_p90,ldma_weight_src_rd_req_max_burst,ldma_weight_src_rd_req_consec_pct,ldma_weight_dst_wr_p50,ldma_weight_dst_wr_p90,ldma_weight_dst_wr_max_burst,ldma_weight_dst_wr_consec_pct,ldma_sz_src_rd_req_p50,ldma_sz_src_rd_req_p90,ldma_sz_src_rd_req_max_burst,ldma_sz_src_rd_req_consec_pct,ldma_sz_dst_wr_p50,ldma_sz_dst_wr_p90,ldma_sz_dst_wr_max_burst,ldma_sz_dst_wr_consec_pct,ldma_output_src_rd_req_p50,ldma_output_src_rd_req_p90,ldma_output_src_rd_req_max_burst,ldma_output_src_rd_req_consec_pct,ldma_output_dst_wr_p50,ldma_output_dst_wr_p90,ldma_output_dst_wr_max_burst,ldma_output_dst_wr_consec_pct
fpint_naive_m1_k128_n64,556.0,556.0,1,0.0,17.0,17.0,1,0.0,556.0,556.0,1,0.0,7.0,7.0,1,0.0,24.0,26.0,1,0.0,24.0,27.0,1,0.0,24.0,26.0,1,0.0,556.0,556.0,1,0.0,556.0,556.0,1,0.0,17.0,17.0,1,0.0,17.0,17.0,1,0.0,22.0,534.0,1,0.0,22.0,534.0,1,0.0,7.0,7.0,1,0.0,7.0,7.0,1,0.0
