n,k,m,kind,trace,section,metric,value,unit
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,read_req_mean_interval,116.73239955768521,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,read_req_p50_interval,24.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,read_req_p90_interval,26.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,read_req_p99_interval,69.48000000000229,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,read_req_max_interval,137371.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,read_req_max_burst_len,1.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,read_req_consecutive_interval_pct,0.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,read_rsp_event_count,2714.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,read_rsp_mean_interval,116.73239955768521,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,read_rsp_p50_interval,24.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,read_rsp_p90_interval,26.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,read_rsp_p99_interval,69.48000000000229,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,read_rsp_max_interval,137374.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,read_rsp_max_burst_len,1.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,read_rsp_consecutive_interval_pct,0.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,write_addr_event_count,2068.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,write_addr_mean_interval,153.17077890662796,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,write_addr_p50_interval,11.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,write_addr_p90_interval,13.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,write_addr_p99_interval,13.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,write_addr_max_interval,86036.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,write_addr_max_burst_len,1.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,write_addr_consecutive_interval_pct,0.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,write_data_event_count,2068.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,write_data_mean_interval,153.17077890662796,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,write_data_p50_interval,11.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,write_data_p90_interval,13.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,write_data_p99_interval,13.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,write_data_max_interval,86036.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,write_data_max_burst_len,1.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,write_data_consecutive_interval_pct,0.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,write_rsp_event_count,2068.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,write_rsp_mean_interval,153.17077890662796,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,write_rsp_p50_interval,11.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,write_rsp_p90_interval,13.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,write_rsp_p99_interval,13.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,write_rsp_max_interval,86036.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,write_rsp_max_burst_len,1.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,hbm_axi,write_rsp_consecutive_interval_pct,0.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,read_bytes,25392.0,bytes
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,write_bytes,480.0,bytes
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,total_bytes,25872.0,bytes
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,read_req_count,3174.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,write_req_count,60.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,rsp_count,3174.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,perf_loads_delta,3174.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,perf_stores_delta,60.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,perf_avg_load_latency,3.1231884057971016,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,active_cycles,6407.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,active_pct_busy,1.9739598738045943,pct
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,active_pct_user_kernel_body,2.0220541823415052,pct
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,bandwidth_bytes_per_active_cycle,4.038083346339941,B/cycle
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,bandwidth_bytes_per_busy_cycle,0.07971014492753623,B/cycle
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,bandwidth_bytes_per_user_cycle,0.08165223319110258,B/cycle
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,read_latency_count,3174.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,read_latency_mean,4.1231884057971016,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,read_latency_p50,4.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,read_latency_p90,4.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,read_latency_p99,13.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,read_latency_max,24.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,read_req_event_count,3174.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,read_req_mean_interval,99.72360542073747,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,read_req_p50_interval,100.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,read_req_p90_interval,100.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,read_req_p99_interval,100.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,read_req_max_interval,1196.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,read_req_max_burst_len,1.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,read_req_consecutive_interval_pct,0.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,write_req_event_count,60.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,write_req_mean_interval,5366.169491525424,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,write_req_p50_interval,8.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,write_req_p90_interval,53.20000000000013,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,write_req_p99_interval,132620.08000000054,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,write_req_max_interval,313565.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,write_req_max_burst_len,2.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,write_req_consecutive_interval_pct,1.694915254237288,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,rsp_event_count,3174.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,rsp_mean_interval,99.72013867002836,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,rsp_p50_interval,100.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,rsp_p90_interval,100.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,rsp_p99_interval,100.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,rsp_max_interval,1187.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,rsp_max_burst_len,2.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,dcache,rsp_consecutive_interval_pct,0.03151591553734636,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,read_bytes,1261568.0,bytes
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,write_bytes,475136.0,bytes
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,total_bytes,1736704.0,bytes
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,read_req_count,157696.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,write_req_count,59392.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,rsp_count,157696.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,perf_reads_delta,157696.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,perf_writes_delta,59392.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,perf_crsp_stalls_delta,0.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,active_cycles,59598.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,active_pct_busy,18.361801242236027,pct
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,active_pct_user_kernel_body,18.809175145807558,pct
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,bandwidth_bytes_per_active_cycle,29.14030672170207,B/cycle
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,bandwidth_bytes_per_busy_cycle,5.350685201616878,B/cycle
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,bandwidth_bytes_per_user_cycle,5.481051329310476,B/cycle
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,read_latency_count,157696.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,read_latency_mean,3.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,read_latency_p50,3.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,read_latency_p90,3.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,read_latency_p99,3.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,read_latency_max,3.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,read_req_event_count,26880.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,read_req_mean_interval,11.032702109453476,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,read_req_p50_interval,13.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,read_req_p90_interval,15.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,read_req_p99_interval,16.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,read_req_max_interval,3673.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,read_req_max_burst_len,3.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,read_req_consecutive_interval_pct,17.83548495107705,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,write_req_event_count,7424.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,write_req_mean_interval,41.40778660918766,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,write_req_p50_interval,15.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,write_req_p90_interval,26.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,write_req_p99_interval,26.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,write_req_max_interval,55254.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,write_req_max_burst_len,1.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,write_req_consecutive_interval_pct,0.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,rsp_event_count,26880.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,rsp_mean_interval,11.032702109453476,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,rsp_p50_interval,13.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,rsp_p90_interval,15.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,rsp_p99_interval,16.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,rsp_max_interval,3673.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,rsp_max_burst_len,3.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,lmem,rsp_consecutive_interval_pct,17.83548495107705,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_icache,cache_enabled,1.0,bool
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_icache,hit_rate_available,1.0,bool
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_icache,read_count,25398.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_icache,write_count,0.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_icache,total_access_count,25398.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_icache,read_miss_count,22.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_icache,write_miss_count,0.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_icache,total_miss_count,22.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_icache,read_hit_count,25376.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_icache,write_hit_count,0.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_icache,total_hit_count,25376.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_icache,read_hit_rate_pct,99.91337900622096,pct
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_icache,write_hit_rate_pct,0.0,pct
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_icache,overall_hit_rate_pct,99.91337900622096,pct
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_icache,read_miss_rate_pct,0.08662099377903772,pct
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_icache,write_miss_rate_pct,0.0,pct
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_icache,overall_miss_rate_pct,0.08662099377903772,pct
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_icache,mshr_stalls_delta,0.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_icache,mem_stalls_delta,0.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_icache,crsp_stalls_delta,44.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_dcache,cache_enabled,0.0,bool
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_dcache,hit_rate_available,0.0,bool
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_dcache,read_count,0.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_dcache,write_count,0.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_dcache,total_access_count,0.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_dcache,read_miss_count,0.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_dcache,write_miss_count,0.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_dcache,total_miss_count,0.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_dcache,read_hit_count,0.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_dcache,write_hit_count,0.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_dcache,total_hit_count,0.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_dcache,read_hit_rate_pct,0.0,pct
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_dcache,write_hit_rate_pct,0.0,pct
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_dcache,overall_hit_rate_pct,0.0,pct
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_dcache,read_miss_rate_pct,0.0,pct
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_dcache,write_miss_rate_pct,0.0,pct
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_dcache,overall_miss_rate_pct,0.0,pct
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_dcache,mshr_stalls_delta,0.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_dcache,mem_stalls_delta,0.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l1_dcache,crsp_stalls_delta,0.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l2cache,cache_enabled,1.0,bool
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l2cache,hit_rate_available,1.0,bool
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l2cache,read_count,5436.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l2cache,write_count,2068.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l2cache,total_access_count,7504.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l2cache,read_miss_count,2715.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l2cache,write_miss_count,2059.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l2cache,total_miss_count,4774.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l2cache,read_hit_count,2721.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l2cache,write_hit_count,9.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l2cache,total_hit_count,2730.0,count
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l2cache,read_hit_rate_pct,50.0551876379691,pct
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l2cache,write_hit_rate_pct,0.43520309477756286,pct
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l2cache,overall_hit_rate_pct,36.38059701492537,pct
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l2cache,read_miss_rate_pct,49.9448123620309,pct
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l2cache,write_miss_rate_pct,99.56479690522244,pct
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l2cache,overall_miss_rate_pct,63.61940298507463,pct
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l2cache,mshr_stalls_delta,0.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l2cache,mem_stalls_delta,0.0,cycles
256,256,256,fpxint_mxu,fpint_naive_m256_k256_n256,l2cache,crsp_stalls_delta,0.0,cycles
