trace,kernel_busy,warp_spawn,user_kernel_body,elapsed_time_ms,b_device_layout,passed,b_col_major_config,dram_req_enter_pct,dram_req_exit_pct,dram_rsp_enter_pct,dram_rsp_exit_pct,dram_no_markov_stall,dispatch_count,commit_count,latency_mean,latency_p50,latency_p90,latency_p99,dispatch_mean_interval,dispatch_p50_interval,dispatch_p90_interval,dispatch_p99_interval,dispatch_max_interval,tcu_fp_fire_count,tcu_fp_util_pct_busy,tcu_fp_util_pct_user_kernel_body,tcu_fp_fire_mean_interval,tcu_fp_fire_p50_interval,tcu_int_fire_count,tcu_int_util_pct_busy,tcu_int_util_pct_user_kernel_body,tcu_int_fire_mean_interval,tcu_int_fire_p50_interval,hbm_read_bytes,hbm_write_bytes,hbm_total_bytes,hbm_active_cycles,hbm_active_pct_busy,hbm_active_pct_user_kernel_body,hbm_bw_active_Bpc,hbm_bw_user_Bpc,hbm_read_req_count,hbm_write_req_count,hbm_read_latency_count,hbm_read_latency_mean,hbm_read_latency_p50,hbm_read_latency_p90,hbm_read_latency_p99,hbm_read_latency_max,hbm_read_req_mean_interval,hbm_read_req_p90_interval,hbm_read_req_max_interval,dcache_read_bytes,dcache_write_bytes,dcache_total_bytes,dcache_active_cycles,dcache_active_pct_busy,dcache_active_pct_user_kernel_body,dcache_bw_active_Bpc,dcache_bw_user_Bpc,dcache_read_req_count,dcache_write_req_count,dcache_read_latency_count,dcache_read_latency_mean,dcache_read_latency_p50,dcache_read_latency_p90,dcache_read_latency_p99,dcache_read_latency_max,dcache_read_req_mean_interval,dcache_read_req_p90_interval,dcache_read_req_max_interval,lmem_read_bytes,lmem_write_bytes,lmem_total_bytes,lmem_active_cycles,lmem_active_pct_busy,lmem_active_pct_user_kernel_body,lmem_bw_active_Bpc,lmem_bw_user_Bpc,lmem_read_req_count,lmem_write_req_count,lmem_read_latency_count,lmem_read_latency_mean,lmem_read_latency_p50,lmem_read_latency_p90,lmem_read_latency_p99,lmem_read_latency_max,lmem_read_req_mean_interval,lmem_read_req_p90_interval,lmem_read_req_max_interval,l1_icache_cache_enabled,l1_icache_hit_rate_available,l1_icache_read_count,l1_icache_write_count,l1_icache_total_access_count,l1_icache_read_miss_count,l1_icache_write_miss_count,l1_icache_total_miss_count,l1_icache_read_hit_count,l1_icache_write_hit_count,l1_icache_total_hit_count,l1_icache_read_hit_rate_pct,l1_icache_write_hit_rate_pct,l1_icache_overall_hit_rate_pct,l1_icache_read_miss_rate_pct,l1_icache_write_miss_rate_pct,l1_icache_overall_miss_rate_pct,l1_icache_mshr_stalls_delta,l1_icache_mem_stalls_delta,l1_icache_crsp_stalls_delta,l1_dcache_cache_enabled,l1_dcache_hit_rate_available,l1_dcache_read_count,l1_dcache_write_count,l1_dcache_total_access_count,l1_dcache_read_miss_count,l1_dcache_write_miss_count,l1_dcache_total_miss_count,l1_dcache_read_hit_count,l1_dcache_write_hit_count,l1_dcache_total_hit_count,l1_dcache_read_hit_rate_pct,l1_dcache_write_hit_rate_pct,l1_dcache_overall_hit_rate_pct,l1_dcache_read_miss_rate_pct,l1_dcache_write_miss_rate_pct,l1_dcache_overall_miss_rate_pct,l1_dcache_mshr_stalls_delta,l1_dcache_mem_stalls_delta,l1_dcache_crsp_stalls_delta,l2_cache_enabled,l2_hit_rate_available,l2_read_count,l2_write_count,l2_total_access_count,l2_read_miss_count,l2_write_miss_count,l2_total_miss_count,l2_read_hit_count,l2_write_hit_count,l2_total_hit_count,l2_read_hit_rate_pct,l2_write_hit_rate_pct,l2_overall_hit_rate_pct,l2_read_miss_rate_pct,l2_write_miss_rate_pct,l2_overall_miss_rate_pct,l2_mshr_stalls_delta,l2_mem_stalls_delta,l2_crsp_stalls_delta,load_sync_dispatch_count,load_sync_attributed_cycles,load_sync_stall_or_gap_cycles,load_sync_pct_user_kernel_body,load_sync_p50_issue_interval,load_sync_p90_issue_interval,load_sync_p99_issue_interval,load_sync_max_issue_interval,compute_dispatch_count,compute_attributed_cycles,compute_stall_or_gap_cycles,compute_pct_user_kernel_body,compute_p50_issue_interval,compute_p90_issue_interval,compute_p99_issue_interval,compute_max_issue_interval,compute_loop_overhead_dispatch_count,compute_loop_overhead_attributed_cycles,compute_loop_overhead_stall_or_gap_cycles,compute_loop_overhead_pct_user_kernel_body,compute_loop_overhead_p50_issue_interval,compute_loop_overhead_p90_issue_interval,compute_loop_overhead_p99_issue_interval,compute_loop_overhead_max_issue_interval,store_sync_dispatch_count,store_sync_attributed_cycles,store_sync_stall_or_gap_cycles,store_sync_pct_user_kernel_body,store_sync_p50_issue_interval,store_sync_p90_issue_interval,store_sync_p99_issue_interval,store_sync_max_issue_interval,tcu_gap_p50_issue_interval,tcu_gap_p90_issue_interval,tcu_gap_p99_issue_interval,tcu_gap_max_issue_interval,tcu_gap_large_gap_threshold,tcu_gap_large_gap_count,tcu_gap_large_gap_cycles,tcu_gap_large_gap_mean_interval,tcu_gap_large_gap_pct_user_kernel_body
sgemm_tcu_bcol_m64_k64_n64,95482,264,85728,110816,col-major,True,True,0,50,0,50,True,8192.0,8192.0,9.6322021484375,9.0,11.0,14.0,9.763520937614455,2.0,2.0,20.0,2233.0,6179.0,6.471376804004944,7.20768010451661,12.944804143735837,2.0,0.0,0.0,0.0,0.0,0.0,18048.0,45340.0,63388.0,7699.0,8.06329988898431,8.980729749906681,8.233277048967398,0.739408361328854,289.0,0.0,282.0,1777.386524822695,132.0,8316.0,8317.0,8317.0,294.68402777777777,176.0,8126.0,317304.0,65424.0,382728.0,23799.0,24.925116775936825,27.76105823068309,16.081684104374133,4.46444568868981,39663.0,8178.0,39663.0,16.3448806192169,15.0,19.0,29.0,71.0,17.203822937625755,16.0,862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16079.0,0.0,16079.0,57.0,0.0,57.0,16022.0,0.0,16022.0,99.64550034206107,0.0,99.64550034206107,0.35449965793892657,0.0,0.35449965793892657,0.0,7.0,36036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19922.0,5718.0,25640.0,374.0,2884.0,3258.0,19548.0,2834.0,22382.0,98.12267844593916,49.56278419027632,87.29329173166927,1.8773215540608372,50.43721580972368,12.706708268330733,0.0,0.0,0.0,12288,61579,49291.0,71.83067375886525,2.0,13.0,19.0,2651,8192,14017,5825.0,16.350550578574094,2.0,2.0,2.0,2,256,256,0.0,0.2986188876446435,1.0,1.0,1.0,1,1984,9876,7892.0,11.520156774916014,1.0,8.0,27.0,954,2.0,2.0,20.0,2233,100.0,63.0,62621.0,993.984126984127,73.04614594998134
sgemm_tcu_m64_k64_n64,113503,268,103771,149062,row-major,True,False,0,50,0,50,True,8192.0,8192.0,11.03125,10.0,14.0,24.0,11.969112440483457,2.0,5.0,358.2000000000007,3065.0,6924.0,6.100279287772129,6.672384384847405,14.161346237180414,3.0,0.0,0.0,0.0,0.0,0.0,21824.0,73652.0,95476.0,13387.0,11.794401910081671,12.90052134025884,7.131993725255845,0.9200643725125517,346.0,0.0,341.0,1265.6392961876834,141.0,2688.0,10065.0,10181.0,290.1101449275362,173.00000000000023,10053.0,477048.0,94096.0,571144.0,30687.0,27.03628978969719,29.57184569870195,18.611920357154496,5.5038883695830245,59631.0,11762.0,59631.0,15.4228505307642,15.0,19.0,27.0,75.0,13.867800696490757,20.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,30416.0,0.0,30416.0,74.0,0.0,74.0,30342.0,0.0,30342.0,99.75670699631773,0.0,99.75670699631773,0.2432930036822725,0.0,0.2432930036822725,0.0,0.0,41488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23639.0,9422.0,33061.0,396.0,2685.0,3081.0,23243.0,6737.0,29980.0,98.32480223359703,71.50286563362343,90.6808626478328,1.6751977664029782,28.497134366376564,9.319137352167207,0.0,0.0,0.0,25664,76057,50393.0,73.29311657399467,1.0,7.0,19.0,2679,8192,14453,6261.0,13.927783292056548,2.0,2.0,4.0,14,768,1329,561.0,1.2807046284607453,1.0,3.0,9.0,9,2432,11932,9500.0,11.498395505488046,2.0,15.0,27.0,302,2.0,5.0,358.2000000000007,3065,100.0,150.0,70349.0,468.99333333333334,67.79254319607597
