cycle,head_tag,head_addr,head_psum_ready,post_count,post_launch,tree_credit,input_valid,input_ready,rd_fire,logical_slot,logical_rsp_slot,rsp_fire,core_rsp_tag,core_rsp_fire,request_txn,join_free,join_alloc,join_issue,join_issue_done,lane_req_valid,lane_req_fire,lane_rsp_valid,lane_rsp_ready,lane_rsp_tags,join_rsp_tag,join_rsp_valid,join_rsp_ready,lane_addr,b0_root_valid,b0_root_read,b0_root_write,b0_selected_root,b0_selected,b0_grant_fire,b4_root_valid,b4_root_read,b4_root_write,b4_selected_root,b4_selected,b4_grant_fire,b8_root_valid,b8_root_read,b8_root_write,b8_selected_root,b8_selected,b8_grant_fire,b12_root_valid,b12_root_read,b12_root_write,b12_selected_root,b12_selected,b12_grant_fire
96535,32231,8585890240,0,4,0,0,1,0,0,0,8,0,32234,0,32234,15,0,7,0,240,0,0,0,17871427891655,8,0,1,226049959356882747944907011432744951719501228703113498916139330347847928184,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,12,1
96536,32231,8585890240,0,4,0,0,1,0,0,0,8,0,32234,0,32234,15,0,7,0,240,0,0,0,17871427891655,8,0,1,226049959356882747944907011432744951719501228703113498916139330347847928184,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,12,1
96537,32231,8585890240,0,4,0,0,1,0,0,0,8,0,32234,0,32234,15,0,7,0,240,0,0,0,17871427891655,8,0,1,226049959356882747944907011432744951719501228703113498916139330347847928184,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,12,1
96538,32231,8585890240,0,4,0,0,1,0,0,0,8,0,32234,0,32234,15,0,7,1,240,240,0,0,17871427891655,8,0,1,226049959356882747944907011432744951719501228703113498916139330347847928184,0,2,0,0,7,0,2,2,0,1,12,1,0,2,0,0,7,0,0,2,0,0,7,0
96539,32231,8585890240,0,4,0,0,1,0,0,0,8,0,32234,0,32234,15,0,4,1,255,255,0,0,17871427891655,8,0,1,226049961041879415426459715888143899640568736797011929799635425362838047104,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,12,1
96540,32231,8585890240,0,4,0,0,1,0,0,0,8,0,32234,0,32234,15,0,8,1,255,255,0,0,17871427891655,8,0,1,226049962726876082908012420343542847561636244890910360683131520377828166024,0,2,0,0,7,0,2,2,0,1,12,1,0,2,0,0,7,0,0,2,0,0,7,0
96541,32231,8585890240,0,4,0,0,1,0,0,0,8,0,32234,0,32234,15,0,9,1,255,255,240,240,4467858371015,8,0,1,226049964411872750389565124798941795482703752984808791566627615392818284944,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,12,1
96542,32231,8585890240,0,4,0,0,1,0,0,0,7,1,32234,0,32234,1,0,10,1,255,255,240,240,13403571384775,7,1,1,226049966096869417871117829254340743403771261078707222450123710407808403864,2,2,0,1,8,1,2,2,0,1,12,1,0,2,0,0,7,0,0,2,0,0,7,0
96543,32231,8585890240,1,4,1,0,1,0,0,0,1,1,32231,1,32234,1,0,11,1,255,255,240,240,22339284398535,1,1,1,226049967781866085352670533709739691324838769172605653333619805422798522784,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,8,1,2,2,0,1,12,1
96544,32232,8585890304,1,3,1,0,1,0,0,0,9,1,32233,1,32234,1,0,12,1,255,255,240,240,26807140905415,9,1,1,226049969466862752834223238165138639245906277266504084217115900437788641704,2,2,0,1,8,1,2,2,0,1,12,1,0,2,0,0,7,0,0,2,0,0,7,0
96545,32233,8585890368,1,3,1,0,1,1,0,0,2,1,32233,0,32234,1,0,13,1,255,255,240,240,1864135,2,1,1,226049971151859420315775942620537587166973785360402515100611995452778760624,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,8,1,2,2,0,1,12,1
96546,32234,8585890432,1,3,0,0,1,1,1,0,10,1,32235,1,32248,0,1,14,1,255,255,240,240,8935714877895,10,1,1,226049972836856087797328647075936535088041293454300945984108090467768879544,2,2,0,1,8,1,2,2,0,1,12,1,0,2,0,0,7,0,0,2,0,0,7,0
96547,32234,8585890432,1,4,1,0,1,1,1,1,4,1,32236,1,32249,1,1,0,1,255,255,240,240,31274997412295,4,1,1,226049974521852755278881351531335483009108801548199376867604185482758998464,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,8,1,2,2,0,1,12,1
96548,32235,8585890496,1,3,0,0,1,0,1,7,11,1,32237,1,32250,2,1,1,1,255,255,255,255,17871427092740,11,1,1,226049976206849422760434055986734430930176309642097807751100280497749117384,2,2,0,1,8,1,2,2,0,1,12,1,0,2,0,0,7,0,0,2,0,0,7,0
96549,32235,8585890496,1,4,1,0,1,1,0,0,3,1,32238,1,32248,3,0,2,1,255,255,255,255,35742854185480,3,1,1,226049977891846090241986760442133378851243817735996238634596375512739236304,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,8,1,3,2,0,0,0,1
96550,32236,8585890560,1,3,0,0,1,0,1,2,12,1,32238,0,32251,3,1,0,0,0,0,255,255,40210710958665,12,1,1,226049974521852755278881351531335483009108801548199376867604185482758998464,2,2,0,1,8,1,2,2,0,1,12,1,0,2,0,0,7,0,2,2,0,1,12,1
96551,32236,8585890560,1,4,1,0,1,1,0,0,6,1,32239,1,32248,4,0,3,1,255,255,255,255,44678567731850,6,1,1,226049979576842757723539464897532326772311325829894669518092470527729355224,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,8,1,3,2,0,0,0,1
96552,32237,8585890624,1,3,0,0,1,0,1,4,13,1,32239,0,32252,4,1,0,0,0,0,255,255,49146424505035,13,1,1,226049974521852755278881351531335483009108801548199376867604185482758998464,2,2,0,1,8,1,2,2,0,1,12,1,0,2,0,0,7,0,3,2,0,0,0,1
96553,32237,8585890624,1,4,1,0,1,1,0,0,5,1,32240,1,32248,5,0,4,1,255,255,255,255,53614281278220,5,1,1,226049981261839425205092169352931274693378833923793100401588565542719474144,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,3,2,0,0,0,1
96554,32238,8585890688,1,3,0,0,1,0,1,9,14,1,32240,0,32253,5,1,0,0,0,0,255,255,58082138051405,14,1,1,226049974521852755278881351531335483009108801548199376867604185482758998464,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,8,1,3,2,0,0,0,1
96555,32238,8585890688,1,4,1,0,1,1,0,0,8,1,32241,1,32248,6,0,5,1,255,255,15,15,58082138317710,8,1,1,226049982946836092686644873808330222614446342017691531285084660557709593064,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,3,2,0,0,0,1
96556,32239,8585890752,1,3,0,0,1,0,1,3,14,0,32241,0,32254,6,1,0,0,0,0,255,255,0,14,0,0,226049974521852755278881351531335483009108801548199376867604185482758998464,2,2,0,1,8,1,2,2,0,1,12,1,0,2,0,0,7,0,3,2,0,0,0,1
96557,32239,8585890752,1,4,1,0,1,1,0,0,0,1,32242,1,32248,0,0,6,1,255,255,255,255,62549991362625,0,1,1,226049984631832760168197578263729170535513850111589962168580755572699711984,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,3,2,0,0,0,1
96558,32240,8585890816,1,3,0,0,0,0,1,10,15,1,32242,0,32255,0,1,0,0,0,0,255,255,8935713546370,15,1,1,226049974521852755278881351531335483009108801548199376867604185482758998464,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,8,1,3,2,0,0,0,1
96559,32240,8585890816,1,4,1,0,1,1,0,0,7,1,32243,1,32248,2,0,0,1,255,255,0,0,8935713546370,7,1,1,226049986316829427649750282719128118456581358205488393052076850587689830904,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,3,2,0,0,0,1
96560,32241,8585890880,1,3,0,0,1,0,1,6,15,0,32243,0,32256,2,1,0,0,0,0,15,15,8935713812675,15,0,0,226049986316829427649750282719128118456581358205488393052076850587689830904,2,2,0,1,8,1,0,2,0,0,7,0,0,2,0,0,7,0,3,2,0,0,0,1
96561,32241,8585890880,1,4,1,0,1,1,0,0,15,0,32244,1,32248,7,0,2,1,255,255,0,0,8935713812675,15,0,0,226049988001826095131302987174527066377648866299386823935572945602679949824,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,3,2,0,0,0,1
96562,32242,8585890944,1,3,0,0,1,0,1,11,15,0,32244,0,32257,7,1,0,0,0,0,255,255,17871427092740,15,0,0,226049986316829427649750282719128118456581358205488393052076850587689830904,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,8,1,3,2,0,0,0,1
96563,32242,8585890944,1,4,1,0,1,1,0,0,4,1,32245,1,32248,4,0,7,0,255,15,0,0,17871427092740,4,1,1,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,3,2,0,0,0,1
96564,32243,8585891008,1,3,0,0,1,0,1,5,7,0,32245,0,32258,4,1,7,0,240,0,15,15,17871427359045,7,0,0,226049989686822762612855691629926014298716374393285254819069040617670068744,2,2,0,1,8,1,0,2,0,0,7,0,0,2,0,0,7,0,3,2,0,0,0,1
96565,32243,8585891008,1,4,1,0,1,1,0,0,7,0,32246,1,32248,8,0,7,0,240,0,0,0,17871427359045,7,0,0,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,3,2,0,0,0,1
96566,32244,8585891072,1,3,0,0,1,0,1,12,7,0,32246,0,32259,8,1,7,0,240,0,15,15,17871427625350,7,0,0,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,8,1,3,2,0,0,0,1
96567,32244,8585891072,1,4,1,0,1,1,0,0,7,0,32247,1,32248,9,0,7,0,240,0,0,0,17871427625350,7,0,0,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,3,2,0,0,0,1
96568,32245,8585891136,1,3,0,0,1,0,1,8,7,0,32247,0,32260,9,1,7,0,240,0,15,15,17871426027520,7,0,0,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,3,2,0,0,0,1
96569,32245,8585891136,1,4,1,0,1,1,0,0,7,0,32248,1,32248,10,0,7,0,240,0,0,0,17871426027520,7,0,0,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,3,2,0,0,0,1
96570,32246,8585891200,1,3,0,0,1,0,1,13,7,0,32248,0,32261,10,1,7,0,240,0,15,15,17871426560130,7,0,0,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,3,2,0,0,0,1
96571,32246,8585891200,1,4,1,0,1,1,0,0,7,0,32248,0,32248,11,0,7,0,240,0,0,0,17871426560130,7,0,0,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,3,2,0,0,0,1
96572,32247,8585891264,1,3,0,0,1,0,1,0,7,0,32248,0,32262,11,1,7,0,240,0,15,15,17871427891655,7,0,0,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,3,2,0,0,0,1
96573,32247,8585891264,1,4,1,0,1,1,0,0,7,0,32250,1,32262,12,0,7,0,240,0,0,0,17871427891655,7,0,0,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,3,2,0,0,0,1
96574,32248,8585891328,1,3,0,0,1,0,1,14,7,0,32250,0,32263,12,1,7,0,240,0,0,0,17871427891655,7,0,0,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,3,2,0,0,0,1
96575,32248,8585891328,1,4,1,0,1,1,0,0,7,0,32250,0,32262,13,0,7,0,240,0,0,0,17871427891655,7,0,0,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,3,2,0,0,0,1
96576,32249,8585891392,0,3,0,0,1,0,1,7,7,0,32250,0,32264,13,1,7,0,240,0,0,0,17871427891655,7,0,0,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,3,2,0,0,0,1
96577,32249,8585891392,0,4,0,0,1,1,0,0,7,0,32252,1,32262,14,0,7,0,240,0,0,0,17871427891655,7,0,1,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,3,2,0,0,0,1
96578,32249,8585891392,0,4,0,0,1,0,1,15,7,0,32252,0,32265,14,1,7,0,240,0,0,0,17871427891655,7,0,1,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,3,2,0,0,0,1
96579,32249,8585891392,0,4,0,0,1,0,0,0,7,0,32252,0,32262,15,0,7,0,240,0,0,0,17871427891655,7,0,1,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,2,0,0,1,8,1,0,2,0,0,7,0,3,2,0,0,0,1
96580,32249,8585891392,0,4,0,0,1,0,0,0,7,0,32252,0,32262,15,0,7,0,240,0,0,0,17871427891655,7,0,1,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,3,2,0,0,0,1
96581,32249,8585891392,0,4,0,0,1,0,0,0,7,0,32252,0,32262,15,0,7,0,240,0,0,0,17871427891655,7,0,1,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,3,2,0,0,0,1
96582,32249,8585891392,0,4,0,0,1,0,0,0,7,0,32252,0,32262,15,0,7,0,240,0,0,0,17871427891655,7,0,1,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,3,2,0,0,0,1
96583,32249,8585891392,0,4,0,0,1,0,0,0,7,0,32252,0,32262,15,0,7,0,240,0,0,0,17871427891655,7,0,1,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,3,2,0,0,0,1
96584,32249,8585891392,0,4,0,0,1,0,0,0,7,0,32252,0,32262,15,0,7,0,240,0,0,0,17871427891655,7,0,1,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,3,2,0,0,0,1
96585,32249,8585891392,0,4,0,0,1,0,0,0,7,0,32252,0,32262,15,0,7,0,240,0,0,0,17871427891655,7,0,1,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,3,2,0,0,0,1
96586,32249,8585891392,0,4,0,0,1,0,0,0,7,0,32252,0,32262,15,0,7,0,240,0,0,0,17871427891655,7,0,1,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,12,1
96587,32249,8585891392,0,4,0,0,1,0,0,0,7,0,32252,0,32262,15,0,7,0,240,0,0,0,17871427891655,7,0,1,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,12,1
96588,32249,8585891392,0,4,0,0,1,0,0,0,7,0,32252,0,32262,15,0,7,0,240,0,0,0,17871427891655,7,0,1,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,12,1
96589,32249,8585891392,0,4,0,0,1,0,0,0,7,0,32252,0,32262,15,0,7,0,240,112,0,0,17871427891655,7,0,1,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,2,2,0,1,12,1,0,2,0,0,7,0,0,2,0,0,7,0
96590,32249,8585891392,0,4,0,0,1,0,0,0,7,0,32252,0,32262,15,0,7,0,128,0,0,0,17871427891655,7,0,1,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,12,1
96591,32249,8585891392,0,4,0,0,1,0,0,0,7,0,32252,0,32262,15,0,7,0,128,0,0,0,17871427891655,7,0,1,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,2,2,0,1,12,1,0,2,0,0,7,0,0,2,0,0,7,0
96592,32249,8585891392,0,4,0,0,1,0,0,0,7,0,32252,0,32262,15,0,7,0,128,0,112,112,17661997904327,7,0,1,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,12,1
96593,32249,8585891392,0,4,0,0,1,0,0,0,7,0,32252,0,32262,15,0,7,0,128,0,112,112,17801617895879,7,0,1,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0
96594,32249,8585891392,0,4,0,0,1,0,0,0,7,0,32252,0,32262,15,0,7,0,128,0,112,112,17941237887431,7,0,1,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0
96595,32249,8585891392,0,4,0,0,1,0,0,0,7,0,32252,0,32262,15,0,7,0,128,0,112,112,18011047883207,7,0,1,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0
96596,32249,8585891392,0,4,0,0,1,0,0,0,7,0,32252,0,32262,15,0,7,0,128,0,112,112,17592187908551,7,0,1,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0
96597,32249,8585891392,0,4,0,0,1,0,0,0,7,0,32252,0,32262,15,0,7,1,128,128,112,112,17731807900103,7,0,1,226049989686822762612855691629926014298716374393285254819069040617670068744,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0
96598,32249,8585891392,0,4,0,0,1,0,0,0,7,0,32252,0,32262,15,0,4,1,255,255,112,112,18080857878983,7,0,1,226049991371819430094408396085324962219783882487183685702565135632660187664,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0
96599,32249,8585891392,0,4,0,0,1,0,0,0,7,0,32252,0,32262,15,0,8,1,255,255,0,0,18080857878983,7,0,1,226049993056816097575961100540723910140851390581082116586061230647650306584,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0
96600,32249,8585891392,0,4,0,0,1,0,0,0,7,0,32252,0,32262,15,0,9,1,255,255,128,128,4886718345671,7,0,1,226049994741812765057513804996122858061918898674980547469557325662640425504,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0
96601,32249,8585891392,0,4,0,0,1,0,0,0,1,1,32252,0,32262,1,0,10,1,255,255,128,128,13682811367879,1,1,1,226049996426809432539066509451521805982986406768878978353053420677630544424,2,2,0,1,8,1,2,2,0,1,12,1,0,2,0,0,7,0,0,2,0,0,7,0
96602,32249,8585891392,1,4,1,0,1,0,0,0,2,1,32249,1,32262,1,0,11,1,255,255,128,128,22478904390087,2,1,1,226049998111806100020619213906920753904053914862777409236549515692620663344,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,8,1,2,2,0,1,12,1
96603,32250,8585891456,1,3,1,0,1,0,0,0,9,1,32251,1,32262,1,0,12,1,255,255,128,128,26876950901191,9,1,1,226049999796802767502171918362319701825121422956675840120045610707610782264,2,2,0,1,8,1,2,2,0,1,12,1,0,2,0,0,7,0,0,2,0,0,7,0
96604,32251,8585891520,1,3,1,0,1,1,0,0,3,1,32251,0,32262,1,0,13,1,255,255,128,128,488671834567,3,1,1,226050001481799434983724622817718649746188931050574271003541705722600901184,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,8,1,2,2,0,1,12,1
96605,32252,8585891584,1,3,0,0,1,1,1,1,10,1,32253,1,32266,0,1,14,1,255,255,128,128,9284764856775,10,1,1,226050003166796102465277327273117597667256439144472701887037800737591020104,2,2,0,1,8,1,2,2,0,1,12,1,0,2,0,0,7,0,0,2,0,0,7,0
96606,32252,8585891584,1,4,1,0,1,1,1,2,6,1,32254,1,32267,1,1,0,1,255,255,128,128,31274997412295,6,1,1,226050004851792769946830031728516545588323947238371132770533895752581139024,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,8,1,2,2,0,1,12,1
96607,32253,8585891648,1,3,0,0,1,0,1,4,11,1,32255,1,32268,2,1,1,1,255,255,255,255,17871427092740,11,1,1,226050006536789437428382736183915493509391455332269563654029990767571257944,2,2,0,1,8,1,2,2,0,1,12,1,0,2,0,0,7,0,0,2,0,0,7,0
96608,32253,8585891648,1,4,1,0,1,1,0,0,5,1,32256,1,32262,3,0,2,1,255,255,255,255,35742854185480,5,1,1,226050008221786104909935440639314441430458963426167994537526085782561376864,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,8,1,3,2,0,0,0,1
96609,32254,8585891712,1,3,0,0,1,0,1,3,12,1,32256,0,32269,3,1,0,0,0,0,255,255,40210710958665,12,1,1,226050004851792769946830031728516545588323947238371132770533895752581139024,2,2,0,1,8,1,2,2,0,1,12,1,0,2,0,0,7,0,2,2,0,1,12,1
96610,32254,8585891712,1,4,1,0,1,1,0,0,8,1,32257,1,32262,4,0,3,1,255,255,255,255,44678567731850,8,1,1,226050009906782772391488145094713389351526471520066425421022180797551495784,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,8,1,3,2,0,0,0,1
96611,32255,8585891776,1,3,0,0,1,0,1,6,13,1,32257,0,32270,4,1,0,0,0,0,255,255,49146424505035,13,1,1,226050004851792769946830031728516545588323947238371132770533895752581139024,2,2,0,1,8,1,2,2,0,1,12,1,0,2,0,0,7,0,3,2,0,0,0,1
96612,32255,8585891776,1,4,1,0,1,1,0,0,0,1,32258,1,32262,5,0,4,1,255,255,255,255,53614281278220,0,1,1,226050011591779439873040849550112337272593979613964856304518275812541614704,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,3,2,0,0,0,1
96613,32256,8585891840,1,3,0,0,1,0,1,9,14,1,32258,0,32271,5,1,0,0,0,0,255,255,58082138051405,14,1,1,226050004851792769946830031728516545588323947238371132770533895752581139024,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,8,1,3,2,0,0,0,1
96614,32256,8585891840,1,4,1,0,1,1,0,0,7,1,32259,1,32262,6,0,5,1,255,255,15,15,58082138317710,7,1,1,226050013276776107354593554005511285193661487707863287188014370827531733624,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,3,2,0,0,0,1
96615,32257,8585891904,1,3,0,0,1,0,1,5,14,0,32259,0,32272,6,1,0,0,0,0,255,255,0,14,0,0,226050004851792769946830031728516545588323947238371132770533895752581139024,2,2,0,1,8,1,2,2,0,1,12,1,0,2,0,0,7,0,3,2,0,0,0,1
96616,32257,8585891904,1,4,1,0,1,1,0,0,1,1,32260,1,32262,0,0,6,1,255,255,255,255,62549991362625,1,1,1,226050014961772774836146258460910233114728995801761718071510465842521852544,0,0,0,0,7,0,2,0,0,1,8,1,0,0,0,0,7,0,3,2,0,0,0,1
96617,32258,8585891968,1,3,0,0,1,0,1,10,15,1,32260,0,32273,0,1,0,0,0,0,255,255,8935713546370,15,1,1,226050004851792769946830031728516545588323947238371132770533895752581139024,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,8,1,3,2,0,0,0,1
96618,32258,8585891968,1,4,1,0,1,1,0,0,4,1,32261,1,32262,2,0,0,1,255,255,0,0,8935713546370,4,1,1,226050016646769442317698962916309181035796503895660148955006560857511971464,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,3,2,0,0,0,1
96619,32259,8585892032,1,3,0,0,1,0,1,8,15,0,32261,0,32274,2,1,0,0,0,0,15,15,8935713812675,15,0,0,226050016646769442317698962916309181035796503895660148955006560857511971464,2,2,0,1,8,1,0,2,0,0,7,0,0,2,0,0,7,0,3,2,0,0,0,1
96620,32259,8585892032,1,4,1,0,1,1,0,0,15,0,32262,1,32262,7,0,2,1,255,255,0,0,8935713812675,15,0,0,226050018331766109799251667371708128956864011989558579838502655872502090384,0,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0,7,0,3,2,0,0,0,1
96621,32260,8585892096,1,3,0,0,1,0,1,11,15,0,32262,0,32275,7,1,0,0,0,0,255,255,17871427092740,15,0,0,226050016646769442317698962916309181035796503895660148955006560857511971464,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,8,1,3,2,0,0,0,1
96622,32260,8585892096,1,4,1,0,1,1,0,0,6,1,32263,1,32262,4,0,7,0,255,15,0,0,17871427092740,6,1,1,226050020016762777280804371827107076877931520083457010721998750887492209304,1,2,0,0,0,1,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,12,1
96623,32261,8585892160,1,3,0,0,1,0,1,0,4,0,32263,0,32276,4,1,7,0,240,0,15,15,17871427359045,4,0,0,226050020016762777280804371827107076877931520083457010721998750887492209304,2,2,0,1,8,1,0,2,0,0,7,0,0,2,0,0,7,0,3,2,0,0,0,1
96624,32261,8585892160,1,4,1,0,1,1,0,0,4,0,32264,1,32276,8,0,7,0,240,0,0,0,17871427359045,4,0,0,226050020016762777280804371827107076877931520083457010721998750887492209304,1,2,0,0,0,1,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,12,1
96625,32262,8585892224,1,3,0,0,1,0,1,12,4,0,32264,0,32277,8,1,7,1,240,240,15,15,17871427625350,4,0,0,226050020016762777280804371827107076877931520083457010721998750887492209304,0,2,0,0,7,0,2,2,0,1,12,1,2,2,0,1,8,1,3,2,0,0,0,1
96626,32262,8585892224,1,4,1,0,1,1,0,0,4,0,32265,1,32276,9,0,4,1,255,255,0,0,17871427625350,4,0,0,226050021701759444762357076282506024798999028177355441605494845902482328224,1,2,0,0,0,1,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,12,1
96627,32263,8585892288,1,3,0,0,1,0,1,7,4,0,32265,0,32278,9,1,8,1,255,255,15,15,17871426027520,4,0,0,226050023386756112243909780737904972720066536271253872488990940917472447144,0,2,0,0,7,0,2,2,0,1,12,1,0,2,0,0,7,0,3,2,0,0,0,1
96628,32263,8585892288,1,4,1,0,1,1,0,0,4,0,32266,1,32276,10,0,9,1,255,255,240,240,4467856506880,4,0,0,226050025071752779725462485193303920641134044365152303372487035932462566064,1,2,0,0,0,1,0,2,0,0,7,0,0,2,0,0,7,0,2,2,0,1,12,1
96629,32264,8585892352,1,3,0,0,1,0,1,13,2,1,32266,0,32279,1,1,0,0,0,0,15,15,4467857039490,2,1,1,226050016646769442317698962916309181035796503895660148955006560857511971464,2,2,0,1,8,1,2,2,0,1,12,1,0,2,0,0,7,0,3,2,0,0,0,1
96630,32264,8585892352,1,4,1,0,1,1,0,0,6,0,32266,0,32276,10,0,1,1,255,255,240,240,13403570053250,6,0,0,226050026756749447207015189648702868562201552459050734255983130947452684984,1,2,0,0,0,1,0,2,0,0,7,0,2,2,0,1,8,1,2,2,0,1,12,1
